#temario;bloque;tema;id_pregunta;texto_pregunta;texto_respuesta;explicacion
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Constitución I;const_099;¿Qué tienen su límite en el respeto a otros derechos según el artículo 20.4?;Las libertades de expresión e información|Solo libertad de expresión|Solo libertad de información|Solo libertad de cátedra;Estas libertades tienen su límite en el respeto a los derechos reconocidos en este Título
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Constitución I;const_100;¿Cuándo puede acordarse el secuestro de publicaciones según el artículo 20.5?;Por resolución judicial|Por decisión gubernativa|Por decisión administrativa|Por decisión policial;Sólo podrá acordarse el secuestro de publicaciones, grabaciones y otros medios de información en virtud de resolución judicial
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Constitución II;const2_001;¿Qué órganos forman las Cortes Generales según el artículo 66 de la Constitución?;El Congreso de los Diputados y el Senado|El Congreso y el Tribunal Supremo|El Senado y el Consejo de Estado|El Gobierno y el Parlamento;Según el artículo 66.1, las Cortes Generales representan al pueblo español y están formadas por el Congreso de los Diputados y el Senado
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Constitución II;const2_002;¿Cuál es el número mínimo y máximo de Diputados que puede tener el Congreso según el artículo 68?;Mínimo 300, máximo 400|Mínimo 250, máximo 350|Mínimo 350, máximo 450|Mínimo 280, máximo 380;El artículo 68.1 establece que el Congreso se compone de un mínimo de 300 y un máximo de 400 Diputados
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Constitución II;const2_003;¿Cuál es la circunscripción electoral para la elección de Diputados?;La provincia|La comunidad autónoma|El municipio|La región;Según el artículo 68.2, la circunscripción electoral es la provincia
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Constitución II;const2_004;¿Cuántos Diputados representan a Ceuta y Melilla respectivamente?;Un Diputado cada una|Dos Diputados cada una|Tres Diputados cada una|Cuatro Diputados cada una;El artículo 68.2 establece que las poblaciones de Ceuta y Melilla estarán representadas cada una de ellas por un Diputado
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Constitución II;const2_005;¿Cuál es la duración del mandato de los Diputados?;Cuatro años|Cinco años|Tres años|Seis años;Según el artículo 68.4, el Congreso es elegido por cuatro años
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Constitución II;const2_006;¿Qué tipo de Cámara es el Senado según la Constitución?;Cámara de representación territorial|Cámara de representación popular|Cámara de representación profesional|Cámara de representación regional;El artículo 69.1 establece que el Senado es la Cámara de representación territorial
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Constitución II;const2_007;¿Cuántos Senadores se eligen en cada provincia?;Cuatro Senadores|Tres Senadores|Cinco Senadores|Dos Senadores;Según el artículo 69.2, en cada provincia se elegirán cuatro Senadores por sufragio universal
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Constitución II;const2_008;¿Cuántos Senadores corresponden a las islas mayores (Gran Canaria, Mallorca y Tenerife)?;Tres a cada una|Cuatro a cada una|Dos a cada una|Cinco a cada una;El artículo 69.3 establece que corresponden tres a cada una de las islas mayores
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Constitución II;const2_009;¿Cuántos Senadores eligen Ceuta y Melilla respectivamente?;Dos Senadores cada una|Un Senador cada una|Tres Senadores cada una|Cuatro Senadores cada una;Según el artículo 69.4, las poblaciones de Ceuta y Melilla elegirán cada una de ellas dos Senadores
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Constitución II;const2_010;¿Puede una persona ser miembro de las dos Cámaras simultáneamente?;No, está prohibido|Sí, sin restricciones|Sí, con autorización especial|Solo en casos excepcionales;El artículo 67.1 establece que nadie podrá ser miembro de las dos Cámaras simultáneamente
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Constitución II;const2_011;¿Están los miembros de las Cortes Generales ligados por mandato imperativo?;No, no están ligados|Sí, están ligados|Solo en algunos casos|Depende del partido político;El artículo 67.2 establece que los miembros de las Cortes Generales no estarán ligados por mandato imperativo
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Constitución II;const2_012;¿Quiénes NO pueden ser Diputados o Senadores según el artículo 70?;Los miembros del Tribunal Constitucional|Los abogados en ejercicio|Los médicos|Los profesores universitarios;El artículo 70.1.a establece que comprenderán a los componentes del Tribunal Constitucional
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Constitución II;const2_013;¿Pueden ser Diputados o Senadores los Magistrados, Jueces y Fiscales en activo?;No, están en situación de incompatibilidad|Sí, sin restricciones|Solo los Magistrados|Solo con permiso especial;El artículo 70.1.d establece la incompatibilidad de los Magistrados, Jueces y Fiscales en activo
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Constitución II;const2_014;¿Qué tipo de inmunidad tienen los Diputados y Senadores por sus opiniones?;Inviolabilidad|Inmunidad procesal|Inmunidad fiscal|Inmunidad administrativa;El artículo 71.1 establece que gozarán de inviolabilidad por las opiniones manifestadas en el ejercicio de sus funciones
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Constitución II;const2_015;¿Cuándo pueden ser detenidos los Diputados y Senadores durante su mandato?;Solo en caso de flagrante delito|En cualquier momento|Con orden judicial|Con autorización de la Cámara;Según el artículo 71.2, sólo podrán ser detenidos en caso de flagrante delito
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Constitución II;const2_016;¿Qué órgano es competente en las causas contra Diputados y Senadores?;La Sala de lo Penal del Tribunal Supremo|El Tribunal Constitucional|La Audiencia Nacional|Los Tribunales Superiores de Justicia;El artículo 71.3 establece que será competente la Sala de lo Penal del Tribunal Supremo
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Constitución II;const2_017;¿Qué mayoría se requiere para aprobar los Reglamentos de las Cámaras?;Mayoría absoluta|Mayoría simple|Mayoría de dos tercios|Unanimidad;Según el artículo 72.1, requerirá la mayoría absoluta en la votación final sobre su totalidad
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Constitución II;const2_018;¿Cuáles son los dos períodos ordinarios de sesiones de las Cámaras?;Septiembre a diciembre y febrero a junio|Enero a junio y septiembre a diciembre|Octubre a diciembre y enero a mayo|Febrero a julio y septiembre a enero;El artículo 73.1 establece estos dos períodos ordinarios de sesiones
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Constitución II;const2_019;¿Quién puede solicitar sesiones extraordinarias de las Cámaras?;El Gobierno, la Diputación Permanente o mayoría absoluta de cualquier Cámara|Solo el Gobierno|Solo el Presidente de la Cámara|Solo la mayoría simple de los miembros;Según el artículo 73.2, pueden solicitarlas estos tres sujetos
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Constitución II;const2_020;¿Pueden las Cámaras delegar en las Comisiones la aprobación de proyectos de ley?;Sí, en las Comisiones Legislativas Permanentes|No, nunca|Solo en casos excepcionales|Solo con autorización del Gobierno;El artículo 75.2 permite esta delegación en las Comisiones Legislativas Permanentes
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Constitución II;const2_021;¿Qué materias quedan exceptuadas de la delegación en Comisiones según el artículo 75?;Reforma constitucional, cuestiones internacionales, leyes orgánicas y Presupuestos|Solo la reforma constitucional|Solo las leyes orgánicas|Solo los Presupuestos Generales;El artículo 75.3 establece estas excepciones
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Constitución II;const2_022;¿Son vinculantes las conclusiones de las Comisiones de investigación para los Tribunales?;No, no son vinculantes|Sí, son vinculantes|Solo en casos penales|Solo con mayoría cualificada;Según el artículo 76.1, sus conclusiones no serán vinculantes para los Tribunales
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Constitución II;const2_023;¿Cuál es el número mínimo de miembros de las Diputaciones Permanentes?;Veintiún miembros|Quince miembros|Veinticinco miembros|Treinta miembros;El artículo 78.1 establece un mínimo de veintiún miembros
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Constitución II;const2_024;¿Es el voto de Senadores y Diputados delegable?;No, es personal e indelegable|Sí, es delegable|Solo en casos excepcionales|Solo con autorización expresa;El artículo 79.3 establece que el voto es personal e indelegable
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Constitución II;const2_025;¿Son públicas las sesiones plenarias de las Cámaras?;Sí, salvo acuerdo en contrario por mayoría absoluta|Siempre son públicas|Siempre son privadas|Solo las del Congreso son públicas;Según el artículo 80, serán públicas salvo acuerdo en contrario adoptado por mayoría absoluta
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Constitución II;const2_026;¿Qué son las leyes orgánicas según el artículo 81?;Las relativas al desarrollo de derechos fundamentales y libertades públicas|Las que regulan la organización del Estado|Las que aprueban los presupuestos|Las que regulan el funcionamiento del Gobierno;El artículo 81.1 define las leyes orgánicas como las relativas al desarrollo de los derechos fundamentales y de las libertades públicas
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Constitución II;const2_027;¿Qué mayoría se requiere para aprobar una ley orgánica?;Mayoría absoluta del Congreso|Mayoría simple del Congreso|Mayoría de dos tercios|Mayoría absoluta de ambas Cámaras;Según el artículo 81.2, exigirá mayoría absoluta del Congreso en una votación final sobre el conjunto del proyecto
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Constitución II;const2_028;¿Pueden las Cortes Generales delegar en el Gobierno la potestad legislativa?;Sí, sobre materias determinadas no incluidas en el artículo 81|No, nunca|Solo en casos de urgencia|Solo con autorización del Rey;El artículo 82.1 permite esta delegación sobre materias determinadas no incluidas en el artículo anterior
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Constitución II;const2_029;¿Cómo debe otorgarse la delegación legislativa según el artículo 82?;De forma expresa para materia concreta y con fijación de plazo|De forma implícita|Por tiempo indeterminado|Solo verbalmente;El artículo 82.3 establece que debe otorgarse de forma expresa para materia concreta y con fijación del plazo
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Constitución II;const2_030;¿Se agota la delegación legislativa por su uso?;Sí, se agota por el uso que haga el Gobierno|No, puede usarse múltiples veces|Solo si lo decide el Congreso|Solo tras un año de vigencia;Según el artículo 82.3, la delegación se agota por el uso que de ella haga el Gobierno mediante la publicación de la norma correspondiente
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Constitución II;const2_031;¿Qué tipos de tratados requieren autorización previa de las Cortes según el artículo 94?;Políticos, militares, que afecten integridad territorial, obligaciones financieras y que requieran medidas legislativas|Solo los tratados políticos|Solo los tratados militares|Solo los que afecten a la integridad territorial;El artículo 94.1 enumera estos cinco tipos de tratados
